PACKTEXT,PPTEXT,CUST,CASENO,ACC,ITEM,SUBITEM,OTYPE,DEST,MOT,CT,SKU,DESCR,QTY,PITEXT,DROPID,CASEID,USR,PTYPE,SOTEXT,SI,SHIPPINGTEXT,STDNETWGT,PACKINGUNIT,LENGTH,WIDTH,HEIGHT,SHIPMENTORDER,SHIPMENTORDERLINE,PACKAGESPECIFICATIONCODE,SINGLEPACKING,SHIPPINGMARKCODE,LOCATION,FMVSS,LABEL,GMGRNO,ASBESTOS,PROPERTYLOSS,GMLOGO,EGYPT,INSPECTION,COLUMBIA,DANGEROUSGOODS,FORWARDER,PACKDATE_T,PACKDATE,PPDATE_T,PPDATE,PIDATE_T,PIDATE,SODATE_T,SODATE,SHIPPINGDATE_T,SHIPPINGDATE
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0086," ",Stock_Sea,SGP,S,100049,8974167946,COWL; STEERING,1,17 Apr 2015,Q68656,0000563733,0004,Packed Complete,17 Apr 2015,,,0.499,1.000,305.000,245.000,162.000,0000019287,00082,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0086," ",Stock_Sea,SGP,S,100049,8974167946,COWL; STEERING,1,17 Apr 2015,Q68656,0000563734,0004,Packed Complete,17 Apr 2015,,,0.499,1.000,305.000,245.000,162.000,0000019287,00082,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0091," ",Stock_Sea,SGP,S,100049,8974169505,"PLATE; SILL,RR",4,17 Apr 2015,Q68656,0000563764,0004,Packed Complete,17 Apr 2015,,,0.26,1.000,370.000,75.000,140.000,0000019287,00087,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0092," ",Stock_Sea,SGP,S,100049,8974230754,COVER; INST PNL,1,17 Apr 2015,Q68656,0000563728,0004,Packed Complete,17 Apr 2015,,,0.55,1.000,391.000,230.000,85.000,0000019287,00088,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0108," ",Stock_Sea,SGP,S,100049,8979442820,BAND; FUEL TANK,2,17 Apr 2015,Q68656,0000563742,0004,Packed Complete,17 Apr 2015,,,0.68,1.000,550.000,340.000,50.000,0000019287,00104,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0109," ",Stock_Sea,SGP,S,100049,8979451760,CYLINDER ASM; CLUTCH MASTER,6,17 Apr 2015,Q68656,0000563756,0004,Packed Complete,17 Apr 2015,,,0.491,1.000,300.000,160.000,90.000,0000019287,00105,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0144," ",Stock_Sea,SGP,S,100049,8980127570,LAMP UNIT; RR COMB,15,17 Apr 2015,Q68656,0000563797,0004,Packed Complete,17 Apr 2015,,,1.067,1.000,385.000,190.000,180.000,0000019287,00138,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0172," ",Stock_Sea,SGP,S,100049,8980647032,ANTENNA,3,17 Apr 2015,Q68656,0000563845,0004,Packed Complete,17 Apr 2015,,,0.485,1.000,1665.000,90.000,600.000,0000019287,00164,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0176," ",Stock_Sea,SGP,S,100049,8980723680,CABLE; ENG HOOD CONT,8,17 Apr 2015,Q68656,0000563723,0004,Packed Complete,17 Apr 2015,,,0.115,1.000,380.000,345.000,40.000,0000019287,00168,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0176," ",Stock_Sea,SGP,S,100049,8980723680,CABLE; ENG HOOD CONT,29,17 Apr 2015,Q68656,0000563724,0004,Packed Complete,17 Apr 2015,,,0.115,1.000,380.000,345.000,40.000,0000019287,00168,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0181," ",Stock_Sea,SGP,S,100049,8980772740,"RUBBER; FRT,MUD GUARD",2,17 Apr 2015,Q68656,0000563769,0004,Packed Complete,17 Apr 2015,,,0.426,1.000,480.000,315.000,55.000,0000019287,00172,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0190," ",Stock_Sea,SGP,S,100049,8981019500,EXTENSION; FRT BUMPER,12,17 Apr 2015,Q68656,0000563759,0004,Packed Complete,17 Apr 2015,,,0.269,1.000,360.000,155.000,100.000,0000019287,00181,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0190," ",Stock_Sea,SGP,S,100049,8981019500,EXTENSION; FRT BUMPER,16,17 Apr 2015,Q68656,0000563760,0004,Packed Complete,17 Apr 2015,,,0.269,1.000,360.000,155.000,100.000,0000019287,00181,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0204," ",Stock_Sea,SGP,S,100049,8981339816,COVER; DASH COWL,1,17 Apr 2015,Q68656,0000563729,0004,Packed Complete,17 Apr 2015,,,0.18,1.000,300.000,210.000,70.000,0000019287,00194,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0204," ",Stock_Sea,SGP,S,100049,8981339816,COVER; DASH COWL,1,17 Apr 2015,Q68656,0000563730,0004,Packed Complete,17 Apr 2015,,,0.18,1.000,300.000,210.000,70.000,0000019287,00194,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0209," ",Stock_Sea,SGP,S,100049,8981394270,"MOTOR ASM; FAN,BLOWER UNIT",2,17 Apr 2015,Q68656,0000563768,0004,Packed Complete,17 Apr 2015,,,1.48,1.000,226.000,222.000,170.000,0000019287,00199,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E016,00010,0220," ",Stock_Sea,SGP,S,100049,8981885241,STAY; TAIL GATE,1,17 Apr 2015,Q68656,0000563774,0004,Packed Complete,17 Apr 2015,,,0.399,1.000,590.000,52.000,56.000,0000019287,00210,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E017,00010,0041," ",Stock_Sea,SGP,S,2999,8973309230,BUMPER ASM; FRT,1,17 Apr 2015,Q68853,0000563846,0035,Packed Complete,17 Apr 2015,,,6.858,1.000,1850.000,480.000,530.000,0000019287,00037,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E018,00010,0186," ",Stock_Sea,SGP,S,2999,8980873901,SUPPORT; FRT BUMPER,1,17 Apr 2015,Q68857,0000565016,0035,Packed Complete,17 Apr 2015,,,3.571,1.000,1065.000,280.000,185.000,0000019287,00177,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
20 Apr 2015,22 Apr 2015,K112RTAA,00010E019,00010,0186," ",Stock_Sea,SGP,S,2999,8980873901,SUPPORT; FRT BUMPER,1,17 Apr 2015,Q68858,0000563835,0035,Packed Complete,17 Apr 2015,,,3.571,1.000,1065.000,280.000,185.000,0000019287,00177,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 20, 2015 12:00 AM",2015.04.20,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0035," ",Stock_Sea,SGP,S,100043,8973121474,PUMP ASM; WATER,3,17 Apr 2015,Q68653,0000563737,0006,Packed Complete,17 Apr 2015,,,1.62,1.000,180.000,130.000,130.000,0000019287,00031,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0043," ",Stock_Sea,SGP,S,100043,8973324420,HEADLAMP UNIT,1,17 Apr 2015,Q68653,0000563821,0006,Packed Complete,17 Apr 2015,,,3.524,1.000,470.000,400.000,330.000,0000019287,00039,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0046," ",Stock_Sea,SGP,S,100043,8973499000,BLADE; WIPER,6,17 Apr 2015,Q68653,0000563780,0006,Packed Complete,17 Apr 2015,,,0.174,1.000,150.000,600.000,15.000,0000019287,00042,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0046," ",Stock_Sea,SGP,S,100043,8973499000,BLADE; WIPER,2,17 Apr 2015,Q68653,0000563781,0006,Packed Complete,17 Apr 2015,,,0.174,1.000,150.000,600.000,15.000,0000019287,00042,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0100," ",Stock_Sea,SGP,S,100043,8979415013,"TANK; SURGE,RAD",5,17 Apr 2015,Q68653,0000563763,0006,Packed Complete,17 Apr 2015,,,0.291,1.000,250.000,235.000,120.000,0000019287,00096,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0101," ",Stock_Sea,SGP,S,100043,8979415150,"CYLINDER; SLAVE,CLU",6,17 Apr 2015,Q68653,0000563740,0006,Packed Complete,17 Apr 2015,,,0.78,1.000,205.000,80.000,120.000,0000019287,00097,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0110," ",Stock_Sea,SGP,S,100043,8979451770,"CYLINDER; SLAVE,CLU",11,17 Apr 2015,Q68653,0000563712,0006,Packed Complete,17 Apr 2015,,,0.801,1.000,205.000,80.000,120.000,0000019287,00106,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0118," ",Stock_Sea,SGP,S,100043,8979471520,"PIPE; FUEL,DELIVERY",6,17 Apr 2015,Q68653,0000563778,0006,Packed Complete,17 Apr 2015,,,0.073,1.000,260.000,1080.000,50.000,0000019287,00113,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0121," ",Stock_Sea,SGP,S,100043,8980027870,EVAPORATOR,1,17 Apr 2015,Q68653,0000563765,0006,Packed Complete,17 Apr 2015,,,1.753,1.000,260.000,160.000,365.000,0000019287,00116,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0133," ",Stock_Sea,SGP,S,100043,8980069470,"CABLE; PARKING BRK,FRT",3,17 Apr 2015,Q68653,0000563588,0006,Packed Complete,17 Apr 2015,,,1.619,1.000,1810.000,217.000,56.000,0000019287,00127,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0210," ",Stock_Sea,SGP,S,100043,8981406850,"MOLDING; WINDSHIELD,UPR",3,17 Apr 2015,Q68653,0000563722,0006,Packed Complete,17 Apr 2015,,,0.17,1.000,300.000,250.000,20.000,0000019287,00200,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0219," ",Stock_Sea,SGP,S,100043,8981872680,BEZEL; FOG LAMP,4,17 Apr 2015,Q68653,0000563736,0006,Packed Complete,17 Apr 2015,,,0.444,1.000,380.000,255.000,135.000,0000019287,00209,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0239," ",Stock_Sea,SGP,S,100043,8982530351,HEADLAMP UNIT,2,17 Apr 2015,Q68653,0000563848,0006,Packed Complete,17 Apr 2015,,,4.497,1.000,635.000,435.000,360.000,0000019287,00229,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E020,00010,0240," ",Stock_Sea,SGP,S,100043,8982530361,HEADLAMP UNIT,2,17 Apr 2015,Q68653,0000563849,0006,Packed Complete,17 Apr 2015,,,4.497,1.000,635.000,435.000,360.000,0000019287,00230,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E021,00010,0112," ",Stock_Sea,SGP,S,100043,8979455224,THROTTLE ASM; INT,11,17 Apr 2015,Q68708,0000563735,0004,Packed Complete,17 Apr 2015,,,1.014,1.000,155.000,155.000,130.000,0000019287,00108,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E021,00010,0134," ",Stock_Sea,SGP,S,100043,8980070071,CABLE; PARKING BRK,2,17 Apr 2015,Q68708,0000563585,0004,Packed Complete,17 Apr 2015,,,0.968,1.000,740.000,620.000,55.000,0000019287,00128,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E021,00010,0142," ",Stock_Sea,SGP,S,100043,8980121860,"LOCK; DOOR,FRT DOOR",3,17 Apr 2015,Q68708,0000563584,0004,Packed Complete,17 Apr 2015,,,0.82,1.000,635.000,130.000,250.000,0000019287,00136,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E021,00010,0142," ",Stock_Sea,SGP,S,100043,8980121860,"LOCK; DOOR,FRT DOOR",1,17 Apr 2015,Q68708,0000563587,0004,Packed Complete,17 Apr 2015,,,0.82,1.000,635.000,130.000,250.000,0000019287,00136,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E021,00010,0174," ",Stock_Sea,SGP,S,100043,8980653203,MIRROR ASM; DOOR,19,17 Apr 2015,Q68708,0000563795,0004,Packed Complete,17 Apr 2015,,,2.109,1.000,415.000,295.000,203.000,0000019287,00166,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E022,00010,0150," ",Stock_Sea,SGP,S,100043,8980241661,MOLDING; WHEEL ARCH,2,17 Apr 2015,Q68709,0000563822,0003,Packed Complete,17 Apr 2015,,,1.755,1.000,1010.000,160.000,490.000,0000019287,00144,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E022,00010,0227," ",Stock_Sea,SGP,S,100043,8981965141,GRILLE; RAD,8,17 Apr 2015,Q68709,0000563818,0003,Packed Complete,17 Apr 2015,,,1.896,1.000,1050.000,130.000,330.000,0000019287,00217,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E024,00010,0131," ",Stock_Sea,SGP,S,100039,8980065371,CALIPER; FRT DISC BRK,3,17 Apr 2015,Q68711,0000563785,0003,Packed Complete,17 Apr 2015,,,3.93,1.000,235.000,160.000,110.000,0000019287,00126,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E024,00010,0197," ",Stock_Sea,SGP,S,100039,8981246634,"ROTOR; DISC BRK,FRT",11,17 Apr 2015,Q68711,0000563784,0003,Packed Complete,17 Apr 2015,,,8.528,1.000,335.000,325.000,70.000,0000019287,00187,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E024,00010,0213," ",Stock_Sea,SGP,S,100039,8981522280,"ABSORBER ASM; SHOCK,RR",34,17 Apr 2015,Q68711,0000563788,0003,Packed Complete,17 Apr 2015,,,2.052,1.000,60.000,60.000,620.000,0000019287,00203,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E025,00010,0045," ",Stock_Sea,SGP,S,100043,8973496542,LAMP ASM; RR COMB,2,17 Apr 2015,Q68714,0000563824,0003,Packed Complete,17 Apr 2015,,,3.263,1.000,540.000,420.000,250.000,0000019287,00041,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E025,00010,0058," ",Stock_Sea,SGP,S,100043,8973641750,"BUSHING; UPR LINK,FRT",53,17 Apr 2015,Q68714,0000563531,0003,Packed Complete,17 Apr 2015,,,0.132,1.000,120.000,100.000,50.000,0000019287,00054,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E025,00010,0135," ",Stock_Sea,SGP,S,100043,8980070750,"DUCT; VENT,CENTER",2,17 Apr 2015,Q68714,0000563817,0003,Packed Complete,17 Apr 2015,,,1.05,1.000,550.000,280.000,220.000,0000019287,00129,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E025,00010,0139," ",Stock_Sea,SGP,S,100043,8980079580,"SHOE; BRK,RR",6,17 Apr 2015,Q68714,0000563771,0003,Packed Complete,17 Apr 2015,,,0.578,4.000,235.000,215.000,85.000,0000019287,00133,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
