PACKTEXT,PPTEXT,CUST,CASENO,ACC,ITEM,SUBITEM,OTYPE,DEST,MOT,CT,SKU,DESCR,QTY,PITEXT,DROPID,CASEID,USR,PTYPE,SOTEXT,SI,SHIPPINGTEXT,STDNETWGT,PACKINGUNIT,LENGTH,WIDTH,HEIGHT,SHIPMENTORDER,SHIPMENTORDERLINE,PACKAGESPECIFICATIONCODE,SINGLEPACKING,SHIPPINGMARKCODE,LOCATION,FMVSS,LABEL,GMGRNO,ASBESTOS,PROPERTYLOSS,GMLOGO,EGYPT,INSPECTION,COLUMBIA,DANGEROUSGOODS,FORWARDER,PACKDATE_T,PACKDATE,PPDATE_T,PPDATE,PIDATE_T,PIDATE,SODATE_T,SODATE,SHIPPINGDATE_T,SHIPPINGDATE
21 Apr 2015,22 Apr 2015,K112RTAA,00010E025,00010,0198," ",Stock_Sea,SGP,S,100043,8981253827,LAMP ASM; HEAD,3,17 Apr 2015,Q68714,0000563841,0003,Packed Complete,17 Apr 2015,,,4.58,1.000,640.000,435.000,360.000,0000019287,00188,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E026,00010,0237," ",Stock_Sea,SGP,S,4999,8982499502,BUMPER ASM; FRT,4,17 Apr 2015,Q68736,0000563838,0033,Packed Complete,17 Apr 2015,,,13.88,1.000,1900.000,590.000,770.000,0000019287,00227,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E027,00010,0237," ",Stock_Sea,SGP,S,4999,8982499502,BUMPER ASM; FRT,4,17 Apr 2015,Q68733,0000565510,0033,Packed Complete,17 Apr 2015,,,13.88,1.000,1900.000,590.000,770.000,0000019287,00227,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E028,00010,0237," ",Stock_Sea,SGP,S,4999,8982499502,BUMPER ASM; FRT,4,17 Apr 2015,Q68734,0000565511,0033,Packed Complete,17 Apr 2015,,,13.88,1.000,1900.000,590.000,770.000,0000019287,00227,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E029,00010,0237," ",Stock_Sea,SGP,S,4999,8982499502,BUMPER ASM; FRT,4,17 Apr 2015,Q68731,0000565508,0033,Packed Complete,17 Apr 2015,,,13.88,1.000,1900.000,590.000,770.000,0000019287,00227,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E030,00010,0237," ",Stock_Sea,SGP,S,4999,8982499502,BUMPER ASM; FRT,4,17 Apr 2015,Q68732,0000565509,0033,Packed Complete,17 Apr 2015,,,13.88,1.000,1900.000,590.000,770.000,0000019287,00227,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0010," ",Stock_Sea,SGP,S,100041,8972354431,PANEL; WHEEL HOUSE,2,17 Apr 2015,Q68531,0000563839,0003,Packed Complete,17 Apr 2015,,,0.651,1.000,1040.000,530.000,240.000,0000019287,00010,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0016," ",Stock_Sea,SGP,S,100041,8972889470,CARTRIDGE KIT; FUEL FILTER,39,17 Apr 2015,Q68531,0000563813,0003,Packed Complete,17 Apr 2015,,,0.26,1.000,85.000,85.000,101.000,0000019287,00015,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0029," ",Stock_Sea,SGP,S,100041,8973048530,"REPAIR KIT; STRG UNIT,1 YEAR",23,17 Apr 2015,Q68531,0000563731,0003,Packed Complete,17 Apr 2015,,,0.682,1.000,314.000,80.000,5.000,0000019287,00027,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0029," ",Stock_Sea,SGP,S,100041,8973048530,"REPAIR KIT; STRG UNIT,1 YEAR",1,17 Apr 2015,Q68531,0000563732,0003,Packed Complete,17 Apr 2015,,,0.682,1.000,314.000,80.000,5.000,0000019287,00027,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0039," ",Stock_Sea,SGP,S,100041,8973171681,"COVER; SEAL,NOZZLE",71,17 Apr 2015,Q68531,0000563695,0003,Packed Complete,17 Apr 2015,,,0.036,1.000,150.000,100.000,15.000,0000019287,00035,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0114," ",Stock_Sea,SGP,S,100041,8979465851,DISC; CLUTCH,6,17 Apr 2015,Q68531,0000563847,0003,Packed Complete,17 Apr 2015,,,2.176,1.000,260.000,265.000,40.000,0000019287,00110,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0151," ",Stock_Sea,SGP,S,100041,8980281170,PISTON,30,17 Apr 2015,Q68531,0000563762,0003,Packed Complete,17 Apr 2015,,,0.795,1.000,95.000,95.000,105.000,0000019287,00145,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0161," ",Stock_Sea,SGP,S,100041,8980513270,"RUBBER; CUSHION,BODY MTG,REBOUND",20,17 Apr 2015,Q68531,0000563758,0003,Packed Complete,17 Apr 2015,,,0.155,1.000,150.000,100.000,90.000,0000019287,00154,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0162," ",Stock_Sea,SGP,S,100041,8980513280,"RUBBER; CUSHION,BODY MTG,REBOUND",23,17 Apr 2015,Q68531,0000563586,0003,Packed Complete,17 Apr 2015,,,0.21,1.000,150.000,100.000,90.000,0000019287,00155,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0196," ",Stock_Sea,SGP,S,100041,8981086990,"HARNESS; CABLE,ENG ROOM",1,17 Apr 2015,Q68531,0000563583,0003,Packed Complete,17 Apr 2015,,,6.254,1.000,550.000,380.000,210.000,0000019287,00186,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0214," ",Stock_Sea,SGP,S,100041,8981522300,"ABSORBER ASM; SHOCK,RR",9,17 Apr 2015,Q68531,0000563773,0003,Packed Complete,17 Apr 2015,,,2.043,1.000,600.000,60.000,60.000,0000019287,00204,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0232," ",Stock_Sea,SGP,S,100041,8982174550,HEAD ASM; CYL,1,17 Apr 2015,Q68531,0000563844,0003,Packed Complete,17 Apr 2015,,,21.26,1.000,600.000,320.000,215.000,0000019287,00222,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E031,00010,0242," ",Stock_Sea,SGP,S,100041,8982692080,JACK ASM,5,17 Apr 2015,Q68531,0000563719,0003,Packed Complete,17 Apr 2015,,,2.068,1.000,330.000,500.000,195.000,0000019287,00232,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E032,00010,0212," ",Stock_Sea,SGP,S,100053,8981474020,COVER; ENG,3,17 Apr 2015,Q68545,0000563825,0002,Packed Complete,17 Apr 2015,,,1.571,1.000,510.000,465.000,140.000,0000019287,00202,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E032,00010,0215," ",Stock_Sea,SGP,S,100053,8981571460,MIRROR ASM; DOOR,2,17 Apr 2015,Q68545,0000563827,0002,Packed Complete,17 Apr 2015,,,2.478,1.000,392.000,270.000,185.000,0000019287,00205,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E032,00010,0226," ",Stock_Sea,SGP,S,100053,8981942372,COVER; DASH COWL,1,17 Apr 2015,Q68545,0000563819,0002,Packed Complete,17 Apr 2015,,,1.988,1.000,656.000,140.000,330.000,0000019287,00216,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E032,00010,0229," ",Stock_Sea,SGP,S,100053,8982073220,COOLER; CHARGE AIR,4,17 Apr 2015,Q68545,0000563826,0002,Packed Complete,17 Apr 2015,,,2.932,1.000,480.000,225.000,330.000,0000019287,00219,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E033,00010,0067," ",Stock_Sea,SGP,S,4999,8973773740,MOLDING; WHEEL ARCH,6,17 Apr 2015,Q68750,0000563836,0033,Packed Complete,17 Apr 2015,,,1.65,1.000,990.000,150.000,560.000,0000019287,00063,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E034,00010,0185," ",Stock_Sea,SGP,S,4999,8980800060,LAMP ASM; HEAD,15,17 Apr 2015,Q68742,0000563831,0033,Packed Complete,17 Apr 2015,,,3.702,1.000,480.000,415.000,275.000,0000019287,00176,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E034,00010,0185," ",Stock_Sea,SGP,S,4999,8980800060,LAMP ASM; HEAD,3,17 Apr 2015,Q68742,0000563834,0033,Packed Complete,17 Apr 2015,,,3.702,1.000,480.000,415.000,275.000,0000019287,00176,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E035,00010,0119," ",Stock_Sea,SGP,S,4999,8980003540,RADIATOR ASM,5,17 Apr 2015,Q68739,0000563850,0033,Packed Complete,17 Apr 2015,,,5.298,1.000,790.000,110.000,650.000,0000019287,00114,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E035,00010,0119," ",Stock_Sea,SGP,S,4999,8980003540,RADIATOR ASM,2,17 Apr 2015,Q68739,0000563851,0033,Packed Complete,17 Apr 2015,,,5.298,1.000,790.000,110.000,650.000,0000019287,00114,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E036,00010,0068," ",Stock_Sea,SGP,S,4999,8973775040,MOLDING; WHEEL ARCH,5,17 Apr 2015,Q68738,0000563833,0033,Packed Complete,17 Apr 2015,,,2.119,1.000,950.000,170.000,670.000,0000019287,00064,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
21 Apr 2015,22 Apr 2015,K112RTAA,00010E037,00010,0071," ",Stock_Sea,SGP,S,4999,8973873800,PANEL; DEFLECTOR,2,17 Apr 2015,Q68737,0000563832,0033,Packed Complete,17 Apr 2015,,,11.0,1.000,1610.000,615.000,280.000,0000019287,00067,C,null,112A,null," "," "," "," "," ",N," ",N," "," ",ZZZ,"Apr 21, 2015 12:00 AM",2015.04.21,"Apr 22, 2015 12:00 AM",2015.04.22,"Apr 17, 2015 12:00 AM",2015.04.17,"Apr 17, 2015 12:00 AM",2015.04.17,,
